Réseau;Code Etablissement;Etablissement;Code agence;Agence;Adresse;Ville;Code postal;Emplacement;Horaires Automate;Typologie;Etat de fonctionnement;latitude;longitude;Etat_num;quartier;jours_hors_service;hors_service_Xj;score_performance;nb_incidents_30j;multi_incidents_30j;distance_centre
CE;13485;Ce Languedoc-Roussillon;585;Montpellier Les Arceaux/00585;29 RUE SAINT LOUIS;MONTPELLIER;34000.0;Dans La Rue;TLJ {00:00-23:59};Gdv;disponible;43.612049;3.866429;;Autre;;;;;;593.9642281680023
CE;13485;Ce Languedoc-Roussillon;246;Montpellier Chaptal/00246;PLACE CHAPTAL;MONTPELLIER;34000.0;Interne;;Udv;disponible;43.60498;3.86999;;Autre;;;;;;594.7900334582791
BP;16807;Bp Auvergne Rhone Alpes;401;Lyon Cordeliers/00401;2 PLACE DES CORDELIERS;LYON;69002.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.763546;4.837424;;Lyon;;;;;;391.0466007434982
BP;16807;Bp Auvergne Rhone Alpes;444;Belleville/00444;38 RUE DE LA REPUBLIQUE;BELLEVILLE;69220.0;Sas;TLJ {06:00-22:00};Gab;service dégradé;46.109;4.749026;;Lyon;;;;;;354.073200877126
BP;16807;Bp Auvergne Rhone Alpes;406;Lyon Maisons Neuves/00406;240 BIS AV FELIX FAURE;LYON;69003.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;45.755541;4.875593;;Lyon;;;;;;393.21861192176425
BP;18707;Bp Val De France;113;Acheres/00113;9 RUE CARNOT;ACHERES;78260.0;Sas;TLJ {06:00-22:00};Grc;disponible;48.96069;2.066607;;Autre;;;;;;24.093862149715903
BP;18707;Bp Val De France;113;Acheres/00113;9 RUE CARNOT;ACHERES;78260.0;Interne;;Cfp;disponible;48.96069;2.066607;;Autre;;;;;;24.093862149715903
CE;13485;Ce Languedoc-Roussillon;272;Laverune/00272;RUE DE LA CROIX;LAVERUNE;34880.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.584394;3.806405;;Autre;;;;;;596.1026878877532
CE;13485;Ce Languedoc-Roussillon;264;Montpellier Olympie/00264;134 AVENUE DE PALAVAS;MONTPELLIER;34000.0;Interne;;Udv;disponible;43.61182;3.846314;;Autre;;;;;;593.6882633213613
CE;13485;Ce Languedoc-Roussillon;264;Montpellier Olympie/00264;134 AVENUE DE PALAVAS;MONTPELLIER;34000.0;Sas;TLJ {06:00-23:00};Gdv;disponible;43.61182;3.846314;;Autre;;;;;;593.6882633213613
CE;13485;Ce Languedoc-Roussillon;275;Fabregues/00275;RUE CALMETTE;FABREGUES;34690.0;Interne;;Udv;disponible;43.548947;3.777665;;Autre;;;;;;599.5729271843246
CE;17515;Ce Ile-De-France;566;Cergy Le Haut/00566;10 BOULEVARD DES MERVEILLES;CERGY;95800.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;49.046713;2.010665;;Autre;;;;;;33.05311490609624
CE;17515;Ce Ile-De-France;566;Cergy Le Haut/00566;10 BOULEVARD DES MERVEILLES;CERGY;95800.0;Sas;TLJ {06:00-22:00};Gvv;disponible;49.046713;2.010665;;Autre;;;;;;33.05311490609624
CE;17515;Ce Ile-De-France;566;Cergy Le Haut/00566;10 BOULEVARD DES MERVEILLES;CERGY;95800.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};Car;disponible;49.046713;2.010665;;Autre;;;;;;33.05311490609624
CE;17515;Ce Ile-De-France;24;Paris Passy/00024;41 RUE DE PASSY;PARIS;75016.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};Udv;disponible;48.857777;2.280829;;Paris;;;;;;5.134191906221391
BP;16807;Bp Auvergne Rhone Alpes;454;Villef.S/S Promenoir/00454;56 PLACE CARNOT;VILLEFRANCHE-S/SAONE;69400.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.985238;4.717782;;Lyon;;;;;;364.9352608353358
BP;16807;Bp Auvergne Rhone Alpes;478;Villefranche S/S Nord/00478;10 RUE RONCEVAUX;VILLEFRANCHE-S/SAONE;69400.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.995428;4.718883;;Lyon;;;;;;363.9789914696367
CE;17515;Ce Ile-De-France;626;Cormeilles En Parisis/00626;23 AVENUE FOCH;CORMEILLES-EN-PARISIS;95240.0;Sas;TLJ {06:00-22:00};Gvv;disponible;48.970295;2.195279;;Autre;;;;;;17.515067737954453
CE;13485;Ce Languedoc-Roussillon;173;Pezenas/00173;24 AVENUE MARECHAL LECLERC;PEZENAS;34120.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.45955;3.426732;;Autre;;;;;;605.0834445160224
CE;17515;Ce Ile-De-France;134;Paris Saint Fargeau/00134;2 PLACE SAINT FARGEAU;PARIS;75020.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};Udv;disponible;48.87159;2.403789;;Paris;;;;;;4.609412435256845
CE;13485;Ce Languedoc-Roussillon;168;Bessan/00168;PLACE DE LA FONTAINE;BESSAN;34550.0;Interne;;Udv;disponible;43.361105;3.426034;;Autre;;;;;;615.9309948244945
CE;17515;Ce Ile-De-France;653;Saint Cloud Republique/00653;9 RUE DE MONTRETOUT;SAINT-CLOUD;92210.0;Sas;TLJ {06:00-22:00};Gvv;disponible;48.845723;2.213283;;Autre;;;;;;10.015291294845872
CE;17515;Ce Ile-De-France;653;Saint Cloud Republique/00653;9 RUE DE MONTRETOUT;SAINT-CLOUD;92210.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};Car;disponible;48.845723;2.213283;;Autre;;;;;;10.015291294845872
CE;17515;Ce Ile-De-France;181;Sceaux Houdan/00181;14 AVENUE DE CAMBERWELL;SCEAUX;92330.0;Sas;TLJ {06:00-22:00};Gvv;disponible;48.778818;2.293863;;Autre;;;;;;8.918760700112012
CE;17515;Ce Ile-De-France;328;Pontault Combault Ville/00328;138 ET 140 AVENUE DE LA REPUBLIQUE;PONTAULT-COMBAULT;77340.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.799788;2.607274;;Autre;;;;;;19.644289006654983
CE;13485;Ce Languedoc-Roussillon;170;Florensac/00170;47 AVENUE JEAN JAURES;FLORENSAC;34510.0;Interne;;Udv;disponible;43.384085;3.463292;;Autre;;;;;;613.7904669729575
CE;13485;Ce Languedoc-Roussillon;170;Florensac/00170;47 AVENUE JEAN JAURES;FLORENSAC;34510.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.384085;3.463292;;Autre;;;;;;613.7904669729575
BP;16607;Bp Sud;7170;Saint Laurent/07170;9 RUE URBAIN PARRET;SAINT LAURENT DE LA SALANQUE;66250.0;Interne;Lun au Mer et Ven {08:05-12:00 13:30-17:00} Jeu {08:05-12:00 14:30-17:00};Drm;disponible;42.773583;2.987977;;Autre;;;;;;677.4665268926624
BP;16607;Bp Sud;7150;Canet Plage/07150;7 AVENUE MEDITERRANEE;CANET EN ROUSSILLON;66140.0;Dans La Rue;TLJ {14:00-23:00};Gab;disponible;42.694218;3.033841;;Autre;;;;;;686.5353100812438
BP;16607;Bp Sud;7320;Port La Nouvelle/07320;193 BOULEVARD DU MONUMENT AUX MORTS;PORT LA NOUVELLE;11210.0;Sas;TLJ {06:00-23:00};Gab;disponible;43.020063;3.046425;;Autre;;;;;;650.4846474498087
CE;14445;Ce Bretagne-Pays De Loire;22313;Bubry/22313;6 RUE DE POULNA;BUBRY;56310.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;47.963141;-3.174584;;Autre;;;;;;419.4500722896517
CE;14445;Ce Bretagne-Pays De Loire;334;Montreuil-Juigne/00334;2 RUE VICTOR HUGO;MONTREUIL-JUIGNE;49460.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;47.528681;-0.611914;;Autre;;;;;;264.160278805917
CE;14445;Ce Bretagne-Pays De Loire;22204;Rennes Croix Carree/22204;107 109 RUE DE FOUGERES;RENNES;35700.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.119482;-1.667247;;Autre;;;;;;306.97829101367546
CE;14445;Ce Bretagne-Pays De Loire;317;Chalonnes/00317;27 PLACE HOTEL DE VILLE;CHALONNES-SUR-LOIRE;49290.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;47.351949;-0.763471;;Autre;;;;;;284.92023130263743
CE;14445;Ce Bretagne-Pays De Loire;22362;Le Palais/22362;10 PLACE DE L HOTEL DE VILLE;LE PALAIS;56360.0;Sas;TLJ {06:00-22:00};Gab;disponible;47.34727;-3.156595;;Autre;;;;;;441.6184267288577
BP;16607;Bp Sud;9360;Vinca/09360;AVENUE DU GENERAL DE GAULLEIMMEUBLE PRADES;VINCA;66320.0;Sas;TLJ {06:00-22:00};Grc;disponible;42.64532;2.524672;;Autre;;;;;;690.061510680424
BP;16807;Bp Auvergne Rhone Alpes;1004;Lyon Archers/01004;8 RUE DES ARCHERSCASH CENTER LYON ARCHERS;LYON;69002.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;45.759466;4.832982;;Lyon;;;;;;391.2880015792109
BP;16807;Bp Auvergne Rhone Alpes;1004;Lyon Archers/01004;8 RUE DES ARCHERSCASH CENTER LYON ARCHERS;LYON;69002.0;Sas;TLJ {06:00-23:00};Drm;disponible;45.759466;4.832982;;Lyon;;;;;;391.2880015792109
BP;16807;Bp Auvergne Rhone Alpes;511;Saint Etienne La Terrasse/00511;20 PLACE MASSENET;ST ETIENNE;42000.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.466626;4.378897;;Autre;;;;;;406.24855522292097
BP;16807;Bp Auvergne Rhone Alpes;162;Oisans Les Deux Alpes/00162;22 AVENUE DE LA MUZELLE;LES DEUX ALPES;38860.0;Sas;TLJ {06:00-23:00};Gab;disponible;45.006032;6.121839;;Autre;;;;;;514.3746656622291
BP;16807;Bp Auvergne Rhone Alpes;107;Saint Rambert/00107;18 RUE STEINBERG;ST.RAMBERT;26140.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.293794;4.813028;;Autre;;;;;;437.1587653157506
BP;16807;Bp Auvergne Rhone Alpes;46;Viuz En Sallaz/00046;304 ALLEE DU COMMERCE;VIUZ EN SALLAZ;74250.0;Sas;TLJ {06:00-22:00};Gab;disponible;46.141725;6.402202;;Autre;;;;;;428.0999210799473
BP;16807;Bp Auvergne Rhone Alpes;331;Billom/00331;1 PL A THOMAS;BILLOM;63160.0;Sas;TLJ {06:00-23:00};Gab;disponible;45.723746;3.340334;;Autre;;;;;;355.5496431566641
BP;16807;Bp Auvergne Rhone Alpes;50;Rumilly/00050;5 PLACE GRENETTE;RUMILLY;74150.0;Sas;TLJ {06:00-22:00};Gab;service dégradé;45.866684;5.943545;;Autre;;;;;;428.0484361824077
BP;16807;Bp Auvergne Rhone Alpes;27;Samoens/00027;202 GRANDE RUE;SAMOENS;74340.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;46.084316;6.724146;;Autre;;;;;;450.0671738816116
BP;16807;Bp Auvergne Rhone Alpes;129;Domene/00129;6 PLACE MATUSSIERE;DOMENE;38420.0;Sas;TLJ {06:00-23:00};Cge;disponible;45.201332;5.840025;;Autre;;;;;;484.21763523680266
BP;16807;Bp Auvergne Rhone Alpes;417;Lyon Part-Dieu/00417;139 RUE GARIBALDI;LYON;69003.0;Sas;TLJ {07:00-22:00};Gab;disponible;45.762519;4.852152;;Lyon;;;;;;391.68066321079226
BP;16807;Bp Auvergne Rhone Alpes;370;Le Coteau/00370;32 AV DE LA LIBERATION;LE-COTEAU;42120.0;Sas;TLJ {06:00-22:00};Gab;disponible;46.0301;4.08337;;Autre;;;;;;339.5544126691745
BP;16807;Bp Auvergne Rhone Alpes;130;Saint Martin D'Heres/00130;5 RUE BEETHOVEN;ST.MARTIN-D'HERES;38400.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.164524;5.752403;;Autre;;;;;;484.13317838643945
BP;16807;Bp Auvergne Rhone Alpes;371;Roanne Fg Clermont/00371;43 RUE DE CLERMONT;ROANNE;42300.0;Sas;TLJ {06:00-22:00};Gab;disponible;46.029257;4.066097;;Autre;;;;;;339.1453587958578
BP;16807;Bp Auvergne Rhone Alpes;482;Lyon Terreaux/00482;2 RUE PAUL CHENAVARD;LYON;69001.0;Sas;TLJ {06:00-22:00};Gab;hors service;45.766956;4.832782;;Lyon;;;;;;390.54340632620386
BP;16807;Bp Auvergne Rhone Alpes;468;La Verpilliere/00468;455 AVENUE LESDIGUIERES;LA VERPILLIERE;38290.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.635978;5.144314;;Autre;;;;;;414.9229863505562
BP;16807;Bp Auvergne Rhone Alpes;451;Jonage/00451;PLACE GENERAL DE GAULLE;JONAGE;69330.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.7961;5.04719;;Lyon;;;;;;395.72225940705164
BP;16807;Bp Auvergne Rhone Alpes;307;Le Mont Dore/00307;23 PLACE GENERAL DE GAULLE;LE MONT DORE;63240.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.575534;2.809338;;Autre;;;;;;365.7512545637538
BP;16807;Bp Auvergne Rhone Alpes;519;La Talaudiere/00519;1 RUE VICTOR HUGO;LA TALAUDIERE;42350.0;Sas;TLJ {06:00-22:00};Gab;hors service;45.48001;4.431458;;Autre;;;;;;406.383642517321
BP;16807;Bp Auvergne Rhone Alpes;64;Saint Pierre D'Albigny/00064;PLACE DE L'EGLISE;ST PIERRE D'ALBIGNY;73250.0;Sas;TLJ {06:00-23:00};Cge;disponible;45.570023;6.154332;;Autre;;;;;;464.19708356278267
BP;16807;Bp Auvergne Rhone Alpes;439;Craponne/00439;88 AV EDOUARD MILLAUD;CRAPONNE;69290.0;Sas;TLJ {06:00-23:00};Gab;disponible;45.747413;4.723092;;Lyon;;;;;;388.59516606187503
BP;16807;Bp Auvergne Rhone Alpes;38;Chatel/00038;196 ROUTE DE VONNES;CHATEL;74390.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;46.265447;6.84164;;Autre;;;;;;442.8043391286834
BP;16807;Bp Auvergne Rhone Alpes;310;Sainte Sigolene/00310;1 RUE VICTOIRE;SAINTE-SIGOLENE;43600.0;Sas;TLJ {06:00-23:00};Cge;disponible;45.242565;4.2342;;Autre;;;;;;425.74004869906474
BP;16807;Bp Auvergne Rhone Alpes;434;Brignais/00434;RUE COLONEL R. GUILLAUD;BRIGNAIS;69530.0;Sas;TLJ {06:00-23:00};Gab;disponible;45.673455;4.754445;;Lyon;;;;;;397.04291465177414
BP;16807;Bp Auvergne Rhone Alpes;465;Lyon Place Ronde/00465;62 COURS RICHARD VITTON;LYON;69003.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.753226;4.891642;;Lyon;;;;;;394.0322809060832
BP;16807;Bp Auvergne Rhone Alpes;308;La Pardieu/00308;300 RUE DE L'ORADOU;CLERMONT-FERRAND;63000.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.764581;3.124694;;Autre;;;;;;348.0141839895337
BP;16807;Bp Auvergne Rhone Alpes;348;Saint Just Malmont/00348;14 PL MOULIN PRUGNAT;ST JUST MALMONT;43240.0;Sas;TLJ {06:00-23:00};Cge;disponible;45.339503;4.31319;;Autre;;;;;;417.64421787464414
BP;16807;Bp Auvergne Rhone Alpes;28;Les Gets/00028;637 RUE DU CENTRE;LES-GETS;74260.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;46.156756;6.666509;;Autre;;;;;;441.25324496650467
BP;16807;Bp Auvergne Rhone Alpes;525;St Etienne Bellevue/00525;2 RUE G PERI;SAINT-ETIENNE;42100.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.415577;4.393017;;Autre;;;;;;411.9361647820992
BP;16807;Bp Auvergne Rhone Alpes;73;Mont Blanc St Gervais Les Bains/00073;32 RUE DE LA COMTESSE;ST GERVAIS LES BAINS;74170.0;Sas;TLJ {07:00-22:00};Gab;disponible;45.891979;6.711825;;Autre;;;;;;464.6984299240179
BP;16807;Bp Auvergne Rhone Alpes;347;Fontgieve/00347;98 RUE FONTGIEVE;CLERMONT-FERRAND;63000.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.782045;3.075865;;Autre;;;;;;345.49696422284586
BP;16807;Bp Auvergne Rhone Alpes;369;Charlieu/00369;23 RUE DES MOULINS;CHARLIEU;42190.0;Sas;TLJ {06:00-22:00};Gab;disponible;46.157304;4.169955;;Autre;;;;;;329.1226620975536
BP;16807;Bp Auvergne Rhone Alpes;486;Fontaines Sur Saone/00486;3 RUE PIERRE CARBON;FONTAINES-SUR-SAONE;69270.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.834352;4.847686;;Lyon;;;;;;384.4735920551772
BP;16807;Bp Auvergne Rhone Alpes;179;Eybens/00179;142 AVENUE JEAN JAURES;EYBENS;38320.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;45.149423;5.750275;;Autre;;;;;;485.48831384265327
BP;16807;Bp Auvergne Rhone Alpes;179;Eybens/00179;142 AVENUE JEAN JAURES;EYBENS;38320.0;Sas;TLJ {06:00-23:00};Cge;disponible;45.149423;5.750275;;Autre;;;;;;485.48831384265327
BP;16807;Bp Auvergne Rhone Alpes;441;Lyon Gerland/00441;215 AVENUE JEAN JAURES;LYON;69007.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.735188;4.836097;;Lyon;;;;;;393.7923994508462
BP;16807;Bp Auvergne Rhone Alpes;532;Veauche/00532;22 AVENUE IRENEE LAURENT;VEAUCHE;42340.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.568828;4.296119;;Autre;;;;;;393.3163703135423
BP;16807;Bp Auvergne Rhone Alpes;438;Genas/00438;48/52 RUE REPUBLIQUE;GENAS;69740.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;45.731772;5.000332;;Lyon;;;;;;400.16275895828977
BP;16807;Bp Auvergne Rhone Alpes;147;Bourg De Peage/00147;AV DU GENERAL DE GAULLE ESPACE MOSSANT;BOURG-DE-PEAGE;26300.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.035912;5.057244;;Autre;;;;;;471.2037195585833
BP;16807;Bp Auvergne Rhone Alpes;420;Lyon Bachut/00420;344 AVENUE BERTHELOT;LYON;69008.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.736501;4.868671;;Lyon;;;;;;394.8373922501336
BP;16807;Bp Auvergne Rhone Alpes;24;Avoriaz/00024;22 PROMENADE DU FESTIVAL;AVORIAZ;74110.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;46.192211;6.775042;;Autre;;;;;;444.5588072552347
BP;16807;Bp Auvergne Rhone Alpes;24;Avoriaz/00024;22 PROMENADE DU FESTIVAL;AVORIAZ;74110.0;Sas;TLJ {06:00-23:00};Grc;service dégradé;46.192211;6.775042;;Autre;;;;;;444.5588072552347
BP;16807;Bp Auvergne Rhone Alpes;174;Vizille/00174;57 PLACE DU CHATEAU;VIZILLE;38220.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.074935;5.772645;;Autre;;;;;;493.50764576344335
BP;16807;Bp Auvergne Rhone Alpes;154;Seyssinet/00154;4 AVENUE VICTOR HUGO;SEYSSINET-PARISET;38170.0;Sas;TLJ {07:00-22:00};Gab;disponible;45.179241;5.694048;;Autre;;;;;;480.3854008413145
BP;16807;Bp Auvergne Rhone Alpes;318;Egletons/00318;31 AV CHARLES DE GAULLE;EGLETONS;19300.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.405976;2.047577;;Autre;;;;;;383.6399047468334
BP;16807;Bp Auvergne Rhone Alpes;342;Brives Charensac/00342;127 AVENUE CHARLES DUPUY;BRIVES-CHARENSAC;43700.0;Sas;TLJ {06:00-23:00};Gab;disponible;45.050569;3.918874;;Autre;;;;;;438.91353537678145
BP;16807;Bp Auvergne Rhone Alpes;42;Bonneville/00042;81 PLACE EMILE FAVRE;BONNEVILLE;74130.0;Sas;TLJ {06:00-22:00};Gab;disponible;46.07799;6.409418;;Autre;;;;;;433.6211905506001
BP;16807;Bp Auvergne Rhone Alpes;145;Chabeuil/00145;ROUTE DE VALENCE;CHABEUIL;26120.0;Sas;TLJ {06:00-22:00};Gab;disponible;44.901781;5.014147;;Autre;;;;;;483.396671502909
BP;16807;Bp Auvergne Rhone Alpes;156;Die/00156;49 RUE CAMILLE BUFFARDEL;DIE;26150.0;Sas;TLJ {06:00-23:00};Cge;disponible;44.754363;5.370852;;Autre;;;;;;510.06393281703987
BP;16807;Bp Auvergne Rhone Alpes;41;Saint Pierre En Faucigny/00041;52 PLACE DES PLEIADES;SAINT-PIERRE-EN-FAUCIGNY;74800.0;Sas;TLJ {06:00-22:00};Gab;disponible;46.060021;6.371477;;Autre;;;;;;433.0854137546206
BP;16807;Bp Auvergne Rhone Alpes;19;Annecy Le Vieux Albigny/00019;2 RUE CENTRALE;ANNECY-LE-VIEUX;74940.0;Sas;TLJ {07:00-22:00};Gab;disponible;45.914417;6.149582;;Autre;;;;;;433.92546518278505
BP;16807;Bp Auvergne Rhone Alpes;51;Annecy Est Les Fins/00051;59 AVENUE DE GENEVE;ANNECY;74000.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.900943;6.118176;;Autre;;;;;;433.52750151269396
BP;16807;Bp Auvergne Rhone Alpes;88;Meythet/00088;24 ROUTE DE FRANGY;MEYTHET;74960.0;Sas;TLJ {06:00-23:00};Gab;disponible;45.92245;6.098924;;Autre;;;;;;430.7349581794309
BP;16807;Bp Auvergne Rhone Alpes;20;Genevois Annemasse/00020;18 AVENUE DE LA GARE;ANNEMASSE;74100.0;Sas;TLJ {06:00-22:00};Gab;disponible;46.194923;6.234068;;Autre;;;;;;414.8934256005641
BP;16807;Bp Auvergne Rhone Alpes;60;Saint Julien En Genevois/00060;24 RUE FERNAND DAVID;SAINT-JULIEN-EN-GENEVOIS;74160.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;46.143508;6.08401;;Autre;;;;;;411.31702861276915
BP;16807;Bp Auvergne Rhone Alpes;17;Annecy Vaugelas/00017;25 RUE VAUGELAS;ANNECY;74000.0;Sas;TLJ {06:00-23:00};Drm;disponible;45.901308;6.124442;;Autre;;;;;;433.80473358328015
BP;16807;Bp Auvergne Rhone Alpes;339;Monistrol Loire/00339;2 AVENUE CHARLES DE GAULLE;MONISTROL-SUR-LOIRE;43120.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;45.292907;4.173483;;Autre;;;;;;418.9122240590623
BP;16807;Bp Auvergne Rhone Alpes;483;Saint Genis Laval/00483;59 AVENUE G. CLEMENCEAU;SAINT-GENIS-LAVAL;69230.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.696865;4.794237;;Lyon;;;;;;396.0981515375582
BP;16807;Bp Auvergne Rhone Alpes;412;Villeurbanne Cusset/00412;359 COURS EMILE ZOLA;VILLEURBANNE;69100.0;Sas;TLJ {07:00-22:00};Gab;disponible;45.765602;4.901276;;Lyon;;;;;;393.17410446851795
BP;16807;Bp Auvergne Rhone Alpes;408;Vienne/00408;8 PLACE DE MIREMONT;VIENNE;38200.0;Sas;TLJ {06:00-23:00};Drm;disponible;45.524363;4.874535;;Autre;;;;;;416.04549774799716
BP;16807;Bp Auvergne Rhone Alpes;150;Montelimar Sud/00150;140 AVENUE JEAN JAURES;MONTELIMAR;26200.0;Sas;TLJ {06:00-23:00};Cge;disponible;44.542113;4.746547;;Autre;;;;;;512.6304461122816
BP;16807;Bp Auvergne Rhone Alpes;303;Thiers Le Chambon/00303;74 AV GAL DE GAULLE;THIERS;63300.0;Sas;TLJ {07:00-22:00};Gab;disponible;45.841381;3.510464;;Autre;;;;;;345.767941904923
BP;16807;Bp Auvergne Rhone Alpes;74;Les Contamines Montjoie/00074;IMMEUBLE LE SAVOY;LES-CONTAMINES-MONTJOIE;74170.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;45.818391;6.726183;;Autre;;;;;;471.4349195529747
BP;16807;Bp Auvergne Rhone Alpes;74;Les Contamines Montjoie/00074;IMMEUBLE LE SAVOY;LES-CONTAMINES-MONTJOIE;74170.0;Sas;TLJ {06:00-23:00};Gab;disponible;45.818391;6.726183;;Autre;;;;;;471.4349195529747
BP;16807;Bp Auvergne Rhone Alpes;146;Saint Egreve/00146;4 BIS AVENUE GENERAL DE GAULLE;ST.EGREVE;38120.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.230377;5.682307;;Autre;;;;;;475.0289628358167
BP;16807;Bp Auvergne Rhone Alpes;535;St Etienne Nord Roche La Moliere/00535;10 RUE GAMBETTA;ROCHE LA MOLIERE;42230.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.433157;4.323759;;Autre;;;;;;408.1733803706753
BP;16807;Bp Auvergne Rhone Alpes;457;Venissieux/00457;16 PLACE LEON SUBLET;VENISSIEUX;69200.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.699603;4.88361;;Lyon;;;;;;399.00818247660067
BP;16807;Bp Auvergne Rhone Alpes;138;Grenoble Notre Dame/00138;3 PLACE NOTRE DAME;GRENOBLE;38000.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;45.19285;5.73134;;Autre;;;;;;480.58297614407076
BP;16807;Bp Auvergne Rhone Alpes;522;Rive De Gier/00522;90 RUE J JAURES;RIVE DE GIER;42800.0;Sas;TLJ {06:00-22:00};Gab;hors service;45.530737;4.620427;;Autre;;;;;;406.96266646349557
BP;16807;Bp Auvergne Rhone Alpes;517;St-Etienne Fourneyron/00517;27 PL FOURNEYRON;SAINT-ETIENNE;42000.0;Sas;TLJ {07:00-22:00};Gab;disponible;45.439781;4.395786;;Autre;;;;;;409.5085780227832
BP;16807;Bp Auvergne Rhone Alpes;26;Morzine/00026;50 PLACE DE L'OFFICE DU TOURISME;MORZINE;74110.0;Sas;TLJ {06:00-22:00};Gab;disponible;46.181574;6.704566;;Autre;;;;;;441.440498940883
BP;16807;Bp Auvergne Rhone Alpes;313;Pont Du Chateau/00313;11 PL LA CROIX BLANCHE;PONT-DU-CHATEAU;63430.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.799192;3.244182;;Autre;;;;;;345.8574944627633
BP;16807;Bp Auvergne Rhone Alpes;429;Lyon Kleber/00429;2 PLACE KLEBER;LYON;69006.0;Sas;TLJ {06:00-23:00};Drm;disponible;45.769416;4.848727;;Lyon;;;;;;390.8785494788673
BP;16807;Bp Auvergne Rhone Alpes;152;Pont De Claix/00152;1 RUE DU TRIEVES;PONT-DE-CLAIX;38800.0;Sas;TLJ {06:00-23:00};Gab;disponible;45.121259;5.69659;;Autre;;;;;;486.0445331507313
BP;16807;Bp Auvergne Rhone Alpes;71;Chamonix/00071;42 AVENUE MICHEL CROZ;CHAMONIX;74400.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;45.923504;6.870326;;Autre;;;;;;470.6969953059024
BP;16807;Bp Auvergne Rhone Alpes;36;Evian Les Bains/00036;61 RUE NATIONALE;EVIAN LES BAINS;74500.0;Sas;TLJ {07:00-22:00};Gab;disponible;46.400378;6.588865;;Autre;;;;;;418.34674736707836
BP;16807;Bp Auvergne Rhone Alpes;533;St Just St Rambert/00533;RUE GONYN ST JUST;SAINT-RAMBERT;42170.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.499428;4.242149;;Autre;;;;;;399.04088446853166
