Réseau,Code Etablissement,Etablissement,Code agence,Agence,Adresse,Ville,Code postal,Emplacement,Horaires Automate,Typologie,Etat de fonctionnement,point_geographique,latitude,longitude
Ce,17515,Ce Ile-De-France,91,La Garenne Colombes/00091,52 BOULEVARD DE LA REPUBLIQUE,La Garenne-Colombes,92250.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.906362, 2.248823",48.906362,2.248823
Ce,17515,Ce Ile-De-France,93,Epinay Sur Seine/00093,22 RUE DE PARIS,Epinay-Sur-Seine,93800.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.953435, 2.311974",48.953435,2.311974
Ce,17515,Ce Ile-De-France,93,Epinay Sur Seine/00093,22 RUE DE PARIS,Epinay-Sur-Seine,93800.0,Sas,TLJ {06:00-22:00},Gdv,disponible,"48.953435, 2.311974",48.953435,2.311974
Ce,14505,Ce Loire-Centre,11532,Nogent Le Roi/11532,29 RUE DE L EGLISE,Nogent-Le-Roi,28210.0,Dans La Rue,TLJ {00:00-23:59},Gab,hors service,"48.648151, 1.53419",48.648151,1.53419
Ce,17515,Ce Ile-De-France,94,Maisons Alfort/00094,147 AVENUE DU GENERAL LECLERC,Maisons-Alfort,94700.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.809077, 2.434969",48.809077,2.434969
Ce,17515,Ce Ile-De-France,95,Becon Les Bruyeres/00095,7 AVENUE DE LA LIBERTE,Courbevoie,92400.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.904264, 2.268313",48.904264,2.268313
Ce,17515,Ce Ile-De-France,96,Antony/00096,3 RUE AUGUSTE MOUNIE,Antony,92160.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.753497, 2.304377",48.753497,2.304377
Ce,17515,Ce Ile-De-France,99,Les Pavillons Sous Bois/00099,51 AVENUE VICTORUE HUGO,Les Pavillons-Sous-Bois,93320.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.909019, 2.516324",48.909019,2.516324
Ce,14505,Ce Loire-Centre,12527,Chartres La Madeleine/12527,AVENUE DES SABLONSCENTRE COMMERCIAL CARREFOUR LA MADELEINE,Chartres,28000.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.448373, 1.51095",48.448373,1.51095
Ce,17515,Ce Ile-De-France,102,Paris Lecourbe/00102,68 RUE LECOURBE,Paris,75015.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.843757, 2.306098",48.843757,2.306098
Ce,17515,Ce Ile-De-France,105,Paris Levis/00105,18 RUE DE LEVIS,Paris,75017.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.882362, 2.315441",48.882362,2.315441
Ce,14505,Ce Loire-Centre,11544,Saint Lubin/11544,RUE DE LA BARONNIECENTRE COMMERCIAL LECLERC,Saint-Lubin-Des-Joncherets,28350.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.764647, 1.198025",48.764647,1.198025
Ce,17515,Ce Ile-De-France,109,Paris Rambuteau/00109,16 RUE RAMBUTEAU,Paris,75003.0,Sas,TLJ {06:00-22:00},Dvv,disponible,"48.860781, 2.355001",48.860781,2.355001
Ce,17515,Ce Ile-De-France,110,Paris Guy Moquet/00110,51 AVENUE DE SAINT OUEN,Paris,75017.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.891034, 2.326595",48.891034,2.326595
Ce,17515,Ce Ile-De-France,110,Paris Guy Moquet/00110,51 AVENUE DE SAINT OUEN,Paris,75017.0,Sas,TLJ {07:00-22:00},Dvv,disponible,"48.891034, 2.326595",48.891034,2.326595
Ce,17515,Ce Ile-De-France,112,Paris Ordener Mairie/00112,74 RUE ORDENER,Paris,75018.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.892386, 2.34567",48.892386,2.34567
Ce,17515,Ce Ile-De-France,113,Paris Mozart/00113,35 AVENUE MOZART,Paris,75016.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.855657, 2.270605",48.855657,2.270605
Ce,14505,Ce Loire-Centre,13551,Brou/13551,4 PLACE DES HALLES,Brou,28160.0,Dans La Rue,TLJ {00:00-23:59},Gvr,disponible,"48.209985, 1.168316",48.209985,1.168316
Ce,17515,Ce Ile-De-France,114,Paris Porte D Orleans/00114,103 AVENUE DU GENERAL LECLERC,Paris,75014.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.825629, 2.326521",48.825629,2.326521
Ce,17515,Ce Ile-De-France,117,Paris Porte De Champerret/00117,12 AVENUE STEPHANE MALLARME,Paris,75017.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.886079, 2.291747",48.886079,2.291747
Ce,17515,Ce Ile-De-France,120,Paris Menilmontant/00120,1 BOULEVARD DE BELLEVILLE,Paris,75011.0,Sas,TLJ {06:00-22:00},Dvv,disponible,"48.867306, 2.382504",48.867306,2.382504
Ce,17515,Ce Ile-De-France,121,Paris Buttes Aux Cailles/00121,184 RUE DE TOLBIAC,Paris,75013.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,suspendu,"48.825936, 2.350785",48.825936,2.350785
Ce,14505,Ce Loire-Centre,12558,Voves/12558,1 PLACE DE L EGLISE,Voves,28150.0,Dans La Rue,TLJ {00:00-23:59},Gvr,disponible,"48.271454, 1.62743",48.271454,1.62743
Ce,17515,Ce Ile-De-France,122,Paris Faubourg Saint Martin/00122,230B RUE DU FAUBOURG SAINT MARTIN,Paris,75010.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Gdv,disponible,"48.876739, 2.361191",48.876739,2.361191
Ce,17515,Ce Ile-De-France,125,Paris Saint Marcel/00125,3 BOULEVARD SAINT MARCEL,Paris,75013.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.83945, 2.36087",48.83945,2.36087
Ce,17515,Ce Ile-De-France,125,Paris Saint Marcel/00125,3 BOULEVARD SAINT MARCEL,Paris,75013.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.83945, 2.36087",48.83945,2.36087
Ce,17515,Ce Ile-De-France,132,Paris Rivoli/00132,15 RUE DE RIVOLI,Paris,75004.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.855906, 2.357712",48.855906,2.357712
Ce,17515,Ce Ile-De-France,132,Paris Rivoli/00132,15 RUE DE RIVOLI,Paris,75004.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.855906, 2.357712",48.855906,2.357712
Ce,17515,Ce Ile-De-France,133,Paris Laumiere/00133,109 ET 111 AVENUE JEAN JAURES,Paris,75019.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.885795, 2.381084",48.885795,2.381084
Ce,17515,Ce Ile-De-France,133,Paris Laumiere/00133,109 ET 111 AVENUE JEAN JAURES,Paris,75019.0,Sas,TLJ {07:00-22:00},Dvv,disponible,"48.885795, 2.381084",48.885795,2.381084
Ce,14505,Ce Loire-Centre,20461,La Chaussee Saint Victor/20461,CENTRE COMMERCIALL HERMITAGE LA CHAUSSEE SAINT VICTOR,Blois,41260.0,Interne,Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00},Gdv,disponible,"47.604079, 1.355086",47.604079,1.355086
Ce,17515,Ce Ile-De-France,138,Paris Les Gobelins/00138,35 AVENUE DES GOBELINS,Paris,75013.0,Sas,TLJ {06:00-22:00},Gdv,service dégradé,"48.83586, 2.35282",48.83586,2.35282
Ce,17515,Ce Ile-De-France,138,Paris Les Gobelins/00138,35 AVENUE DES GOBELINS,Paris,75013.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.83586, 2.35282",48.83586,2.35282
Ce,14505,Ce Loire-Centre,20257,Poce Sur Cisse/20257,CENTRE COMMERCIAL RIVE DROITE LA RAMEE,Poce-Sur-Cisse,37530.0,Interne,Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00},Gab,disponible,"47.425204, 0.980531",47.425204,0.980531
Ce,14505,Ce Loire-Centre,20257,Poce Sur Cisse/20257,CENTRE COMMERCIAL RIVE DROITE LA RAMEE,Poce-Sur-Cisse,37530.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"47.425204, 0.980531",47.425204,0.980531
Ce,17515,Ce Ile-De-France,152,Le Perreux/00152,124 AVENUE DU GENERAL DE GAULLE,Le Perreux-Sur-Marne,94170.0,Sas,TLJ {06:00-22:00},Gvv,disponible,"48.842557, 2.504381",48.842557,2.504381
Ce,17515,Ce Ile-De-France,155,Stains/00155,28 AVENUE LOUIS BORDES,Stains,93240.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.955104, 2.385472",48.955104,2.385472
Ce,17515,Ce Ile-De-France,155,Stains/00155,28 AVENUE LOUIS BORDES,Stains,93240.0,Sas,TLJ {07:00-22:00},Dvv,disponible,"48.955104, 2.385472",48.955104,2.385472
Ce,17515,Ce Ile-De-France,156,Gennevilliers/00156,22 RUE LOUIS CALMEL,Gennevilliers,92230.0,Sas,TLJ {07:00-22:00},Dvv,service dégradé,"48.926196, 2.291936",48.926196,2.291936
Ce,17515,Ce Ile-De-France,157,Le Kremlin Bicetre/00157,100 AVENUE DE FONTAINEBLEAU,Le Kremlin-Bicetre,94270.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.809969, 2.362211",48.809969,2.362211
Ce,17515,Ce Ile-De-France,158,Cachan/00158,10B AVENUE COUSIN DE MERICOURT,Cachan,94230.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.79707, 2.334087",48.79707,2.334087
Ce,17515,Ce Ile-De-France,162,Pierrefitte/00162,47 RUE DE PARIS,Pierrefitte-Sur-Seine,93380.0,Sas,TLJ {06:00-22:00},Dvv,disponible,"48.965853, 2.360813",48.965853,2.360813
Ce,17515,Ce Ile-De-France,166,L'Hay Les Roses/00166,45 RUE JEAN JAURES,L'Hay-Les-Roses,94240.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.778836, 2.338352",48.778836,2.338352
Ce,17515,Ce Ile-De-France,167,Boulogne Marcel Sembat/00167,219 BOULEVARD JEAN JAURES,Boulogne-Billancourt,92100.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.832036, 2.244536",48.832036,2.244536
Ce,17515,Ce Ile-De-France,171,Saint Mande/00171,38 AVENUE DU GENERAL DE GAULLE,Saint-Mande,94160.0,Sas,TLJ {06:00-22:00},Gvv,disponible,"48.843084, 2.417597",48.843084,2.417597
Ce,17515,Ce Ile-De-France,171,Saint Mande/00171,38 AVENUE DU GENERAL DE GAULLE,Saint-Mande,94160.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.843084, 2.417597",48.843084,2.417597
Ce,17515,Ce Ile-De-France,173,Fontenay Aux Roses/00173,84 RUE BOUCICAUT,Fontenay-Aux-Roses,92260.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu  {09:15-12:45 14:45-18:30} Sam {09:00-13:00 13:45-16:15},Gdv,disponible,"48.792375, 2.285334",48.792375,2.285334
Ce,14505,Ce Loire-Centre,14689,Villemandeur/14689,11 RUE DE LA LIBERATION,Villemandeur,45700.0,Interne,Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00},Gdv,disponible,"47.990617, 2.708574",47.990617,2.708574
Ce,17515,Ce Ile-De-France,174,Boulogne Escudier/00174,16B BOULEVARD JEAN JAURES,Boulogne-Billancourt,92100.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu  {09:15-12:45 14:45-18:30} Sam {09:00-13:00 13:45-16:15},Dvv,disponible,"48.835692, 2.242468",48.835692,2.242468
Ce,14505,Ce Loire-Centre,16630,Fleury Les Aubrais/16630,143 RUE MARCELIN BERTHELOT,Fleury-Les-Aubrais,45400.0,Interne,Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00},Gdv,disponible,"47.927725, 1.916087",47.927725,1.916087
Ce,17515,Ce Ile-De-France,178,Fontenay Les Rigolots/00178,149 RUE DALAYRAC,Fontenay-Sous-Bois,94120.0,Dans La Rue,TLJ {00:00-23:59},Gab,hors service,"48.849497, 2.456513",48.849497,2.456513
Ce,17515,Ce Ile-De-France,178,Fontenay Les Rigolots/00178,149 RUE DALAYRAC,Fontenay-Sous-Bois,94120.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Gdv,service dégradé,"48.849497, 2.456513",48.849497,2.456513
Ce,17515,Ce Ile-De-France,180,Saint Maur Le Parvis/00180,7 RUE DES REMISES,Saint-Maur-Des-Fosses,94100.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.806802, 2.473604",48.806802,2.473604
Ce,17515,Ce Ile-De-France,183,Neuilly Roule/00183,98 AVENUE ACHILLE PERETTI,Neuilly-Sur-Seine,92200.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.88463, 2.268868",48.88463,2.268868
Ce,17515,Ce Ile-De-France,183,Neuilly Roule/00183,98 AVENUE ACHILLE PERETTI,Neuilly-Sur-Seine,92200.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.88463, 2.268868",48.88463,2.268868
Ce,14505,Ce Loire-Centre,282,Notre Dame D'Oe/00282,3 RUE DE L EGALITE,Notre-Dame-D'Oe,37390.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"47.457871, 0.709204",47.457871,0.709204
Ce,14505,Ce Loire-Centre,23272,Luynes/23272,10 RUE DE LA REPUBLIQUE,Luynes,37230.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"47.385212, 0.555074",47.385212,0.555074
Ce,14505,Ce Loire-Centre,23270,Saint Cyr Sur Loire/23270,160 RUE VICTORUE HUGO,Saint-Cyr-Sur-Loire,37540.0,Interne,Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00},Gdv,disponible,"47.408511, 0.666105",47.408511,0.666105
Ce,14505,Ce Loire-Centre,23223,Monnaie/23223,52 RUE NATIONALE,Monnaie,37380.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"47.500444, 0.787732",47.500444,0.787732
Ce,14505,Ce Loire-Centre,26342,Vatan/26342,GRANDE,Vatan,36150.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"47.073071, 1.810502",47.073071,1.810502
Ce,14505,Ce Loire-Centre,26310,Chateauroux Jj Rousseau/26310,19-21 RUE JEAN JACQUES ROUSSEAU,Chateauroux,36001.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,,,
Ce,14505,Ce Loire-Centre,19410,Vendome Faubourg Chartrain/19410,8 FAUBOURG CHARTRAIN,Vendome,41100.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"47.795193, 1.067846",47.795193,1.067846
Ce,17515,Ce Ile-De-France,186,Issy Corentin Celton/00186,42 RUE ERNEST RENAN,Issy-Les-Moulineaux,92130.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.827366, 2.279839",48.827366,2.279839
Ce,17515,Ce Ile-De-France,188,Levallois Louise Michel/00188,29 RUE MARIUS AUFAN,Levallois-Perret,92300.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.88924, 2.285758",48.88924,2.285758
Ce,17515,Ce Ile-De-France,189,Montreuil Robespierre/00189,206 AVENUE DE PARIS,Montreuil,93100.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.855494, 2.421394",48.855494,2.421394
Ce,17515,Ce Ile-De-France,189,Montreuil Robespierre/00189,206 AVENUE DE PARIS,Montreuil,93100.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.855494, 2.421394",48.855494,2.421394
Ce,17515,Ce Ile-De-France,189,Montreuil Robespierre/00189,206 AVENUE DE PARIS,Montreuil,93100.0,Sas,TLJ {06:00-22:00},Gdv,disponible,"48.855494, 2.421394",48.855494,2.421394
Ce,17515,Ce Ile-De-France,190,Fresnes/00190,3 RUE MAURICE TENINE,Fresnes,94260.0,Sas,TLJ {06:00-22:00},Gdv,disponible,"48.754667, 2.321087",48.754667,2.321087
Ce,17515,Ce Ile-De-France,201,Etampes/00201,29 AVENUE DE LA LIBERATION,Etampes,91150.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.431632, 2.156902",48.431632,2.156902
Ce,17515,Ce Ile-De-France,202,Dourdan/00202,28B RUE DE CHARTRES,Dourdan,91410.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.530327, 2.011331",48.530327,2.011331
Ce,17515,Ce Ile-De-France,206,Morigny Champigny/00206,25 GRANDE RUE,Morigny-Champigny,91150.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.446627, 2.184506",48.446627,2.184506
Ce,17515,Ce Ile-De-France,208,Angerville/00208,4 PLACE DU MARCHE,Angerville,91670.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:30 14:45-18:30} Sam {09:00-13:00 13:45-16:15},Gdv,disponible,"48.31209, 1.998823",48.31209,1.998823
Ce,17515,Ce Ile-De-France,210,La Ferte Alais/00210,3 RUE SAINTE BARBE,La Ferte-Alais,91590.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.48289, 2.347516",48.48289,2.347516
Ce,17515,Ce Ile-De-France,213,Milly La Foret/00213,8 PLACE DU MARCHE,Milly-La-Foret,91490.0,Sas,TLJ {06:00-22:00},Gdv,service dégradé,"48.402746, 2.469962",48.402746,2.469962
Ce,17515,Ce Ile-De-France,213,Milly La Foret/00213,8 PLACE DU MARCHE,Milly-La-Foret,91490.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.402746, 2.469962",48.402746,2.469962
Ce,17515,Ce Ile-De-France,244,Marolles En Hurepoix/00244,16 GRANDE RUE,Marolles-En-Hurepoix,91630.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.561626, 2.301324",48.561626,2.301324
Ce,17515,Ce Ile-De-France,245,Marolles En Brie/00245,9 RUE DES MARCHANDS,Marolles-En-Brie,94440.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.736974, 2.553948",48.736974,2.553948
Ce,17515,Ce Ile-De-France,248,Bondoufle/00248,ROUTE DE VILLEROYCENTRE COMMERCIAL,Bondoufle,91070.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.602858, 2.372203",48.602858,2.372203
Ce,17515,Ce Ile-De-France,249,Lisses/00249,2 RUE DU HUREPOIXCENTRE COMMERCIAL DU LONG RAYAGE,Lisses,91090.0,Sas,TLJ {07:00-22:00},Gdv,disponible,,,
Ce,14505,Ce Loire-Centre,25233,Ligueil/25233,9 PLACE DE LA REPUBLIQUE,Ligueil,37240.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"47.043253, 0.817117",47.043253,0.817117
Ce,17515,Ce Ile-De-France,253,Athis Mons Centre/00253,1T RUE VALENTIN CONRARTLE PARC D OZONVILLE,Athis-Mons,91200.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.708313, 2.385816",48.708313,2.385816
Ce,17515,Ce Ile-De-France,255,Boissy Saint Leger/00255,3 RUE DE PARIS,Boissy-Saint-Leger,94470.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.753586, 2.507164",48.753586,2.507164
Ce,14505,Ce Loire-Centre,18641,Checy/18641,ROND POINT DE LA GUIGNARDIERECENTRE COMMERCIAL BELLES RIVES,Checy,45430.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"47.900919, 2.019333",47.900919,2.019333
Ce,17515,Ce Ile-De-France,257,Brunoy/00257,10 PLACE DE LA MAIRIE,Brunoy,91800.0,Sas,TLJ {07:00-22:00},Gdv,disponible,"48.698197, 2.504134",48.698197,2.504134
Ce,14505,Ce Loire-Centre,17610,Orleans Escures/17610,5 RUE D ESCURES,Orleans,45000.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"47.902958, 1.907189",47.902958,1.907189
Ce,14505,Ce Loire-Centre,17610,Orleans Escures/17610,5 RUE D ESCURES,Orleans,45000.0,Interne,Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00},Gdv,disponible,"47.902958, 1.907189",47.902958,1.907189
Ce,14505,Ce Loire-Centre,28113,Bourges Val Auron/28113,CENTRE COMMERCIAL VAL D AURON,Bourges,18000.0,Interne,Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00},Gdv,disponible,"47.064253, 2.397381",47.064253,2.397381
Ce,14505,Ce Loire-Centre,28130,Bourges Republique/28130,14 BOULEVARD DE LA REPUBLIQUE,Bourges,18000.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"47.088306, 2.396741",47.088306,2.396741
Ce,14505,Ce Loire-Centre,23220,Saint Pierre Des Corps/23220,55 AVENUE DE LA REPUBLIQUE,Saint-Pierre-Des-Corps,37700.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"47.389598, 0.722035",47.389598,0.722035
Ce,14505,Ce Loire-Centre,23281,Tours Europe/23281,19 AVENUE DE L EUROPE,Tours,37100.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"47.422281, 0.681909",47.422281,0.681909
Ce,14505,Ce Loire-Centre,23281,Tours Europe/23281,19 AVENUE DE L EUROPE,Tours,37100.0,Interne,Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00},Gdv,disponible,"47.422281, 0.681909",47.422281,0.681909
Ce,14505,Ce Loire-Centre,27320,La Chatre/27320,16B AVENUE ARISTIDE BRIAND,La Chatre,36400.0,Interne,Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00},Gdv,disponible,"46.584928, 1.985109",46.584928,1.985109
Ce,14505,Ce Loire-Centre,24240,Chinon/24240,22 PLACE JEANNE D ARC,Chinon,37500.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"47.165693, 0.246209",47.165693,0.246209
Ce,14505,Ce Loire-Centre,22210,Tours Grammont/22210,122 AVENUE DE GRAMMONT,Tours,37000.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"47.380214, 0.693156",47.380214,0.693156
Ce,14505,Ce Loire-Centre,25221,Montlouis Sur Loire/25221,4 QUATERUE AVENUE VICTORUE LALOUX,Montlouis-Sur-Loire,37270.0,Interne,Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00},Gab,disponible,"47.387037, 0.83366",47.387037,0.83366
Ce,17515,Ce Ile-De-France,262,Limeil Brevannes/00262,45 AVENUE HENRI BARBUSSE,Limeil-Brevannes,94450.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu  {09:15-12:45 14:45-18:30} Sam {09:00-13:00 13:45-16:15},Gdv,disponible,"48.75156, 2.48793",48.75156,2.48793
Ce,17515,Ce Ile-De-France,263,Longjumeau/00263,58 RUE DU PRESIDENT FRANCOIS MITTERAND,Longjumeau,91160.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Car,disponible,"48.697065, 2.294975",48.697065,2.294975
Ce,17515,Ce Ile-De-France,263,Longjumeau/00263,58 RUE DU PRESIDENT FRANCOIS MITTERAND,Longjumeau,91160.0,Sas,TLJ {07:00-22:00},Dvv,disponible,"48.697065, 2.294975",48.697065,2.294975
Ce,17515,Ce Ile-De-France,264,Massy Opera/00264,PLACE DE FRANCE,Massy,91300.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.732636, 2.288742",48.732636,2.288742
Ce,17515,Ce Ile-De-France,265,Mennecy/00265,2 RUE DE L ARCADE,Mennecy,91540.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.566217, 2.434846",48.566217,2.434846
Ce,17515,Ce Ile-De-France,266,Montgeron/00266,93 AVENUE DE LA REPUBLIQUE,Montgeron,91230.0,Sas,TLJ {06:00-22:00},Gdv,disponible,"48.70509, 2.458954",48.70509,2.458954
Ce,17515,Ce Ile-De-France,267,Montlhery/00267,31 PLACE DU MARCHE,Montlhery,91310.0,Sas,TLJ {07:00-22:00},Dvv,service dégradé,"48.639836, 2.270918",48.639836,2.270918
Ce,17515,Ce Ile-De-France,267,Montlhery/00267,31 PLACE DU MARCHE,Montlhery,91310.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.639836, 2.270918",48.639836,2.270918
